text,actual_encoded,predicted_encoded,actual_category,predicted_category
receive paperwork mail envelope marked chase bank two month ago include xxxx xxxx form form accompany letter claim need fill return chase bank credit card account could potentially close seem scammy call chase verify long story short spent hour phone xxxx different people chase bank first xxxx told document sent bank fill account notate way form require last person spoke say recognize form send information verification account notate need form reassure person several time account would close nothing need organization confusion level company astounds one could verify form legitimately sent two month later close account never notify account closure use card week ago notice close go pay yesterday receive email form notification matter call chase complain even receive apology person spoke inform receive bad information spoke chase account close due failure send mention form also inform way get account reopen mail information continue call check account state would call would personally push issue whole situation laughable would never fathom morgan chase would pitiful customer service never paid late account loyal customer year treat customer well,1,0,Credit card or prepaid card,Checking or savings account
settle old credit card week law firm xxxx xxxx office put lean bank account spoke rep law firm inform account settle firm contact xxxx xxxx office let know account settle almost xxxx year ago fight false claim,1,3,Credit card or prepaid card,Debt collection
paid loan full xxxx use pay loan full option xxxx account number xxxx receive mail say additional xxxx owe call told paid correctly also told amount repay grown xxxx log would see pay amount today pay loan full button log saw neither instead show account balance xxxx today go secondary screen show xxxx follow comment scheme make interest collect late payment paid xxxx specify letter screen would owe xxxx cent next month know pay xxxx cent forgot would charge late fee bad xxxx xxxx bet make xxxx string people interest late fee screen shot displayed xxxx xxxx xxxx xxxxxxxxxxxx,6,3,Student loan,Debt collection
report unauthorized xxxx charge chase end xxxx deny claim show access phone personally never authorize reversal,4,0,"Money transfer, virtual currency, or money service",Checking or savings account
told account place review refuse tell ask speak supervisor refuse ultimately hung also ask number corporate office talk somebody capable make decision refuse number,1,0,Credit card or prepaid card,Checking or savings account
spoke legal advisory person sent bureau issue original account open seven year ago still show credit report sent letter xxxx credit bureau request delete account unfortunately still show credit respectfully request help thanks xxxx,3,2,Debt collection,"Credit reporting, credit repair services, or other personal consumer reports"
month child age xxxx receive card xxxx dollar xxxx xxxx use ask grandmother card purchase add ons video game play friend use card purchase something make numerous charge period week think prepaid card allow make purchase unknowingly charge credit card store system unaware charge receive credit statement never authorize give permission make charge card charge add xxxx dollar credit card company chase also refuse help also fault realize adult right mind would spend xxxx xxxx dollar short period time video game system terrible consumer protection far concerned xxxx refuse help chase also refuse help chase maintains benefit unauthorized purchase playstation maintains deliver product ask,4,1,"Money transfer, virtual currency, or money service",Credit card or prepaid card
cfpb jpmchase contractor xxxx take refuse return xxxx xxxx repurchase agreement material jpmchase acquire xxxx never give permission xxxx successor assigns break homestead mine take xxxx repurchase agreement material violation illinois unclaimed property act connection xxxx repurchase agreement material never waive legal right mine property demand jpmchase provide material concern contract xxxx include limited true copy contract mail telegram transcript telephone conversation note appointment book page etc addition return fnbc repurchase agreement material sincerely xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxxxxxx,0,3,Checking or savings account,Debt collection
fraud chase bank morgan xxxx federal depoosit insurance corporation fdic morgan xxxx xxxx xxxx house xxxx country record judgment pursuant rule xxxx abuse discretion atthur king xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx appeal federal rule civil procedure xxxx rule xxxx real property federal district court pursuant xxxx xxxx xxxx xxxx name morgan xxxx xxxx xxxx xxxx xxxx docket xxxx xxxx xxxx xxxx xxxx xxxx action real proberty xxxx xxxx,5,3,Mortgage,Debt collection
dear sir chase problem electronic fund transfer online payment account thereby able access fund send payment internet use xxxx xxxx xxxx browser go least hour need access money make payment otherwise penalize creditor mobile app affected veteran xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx,0,4,Checking or savings account,"Money transfer, virtual currency, or money service"
review credit report saw late payment xxxx xxxx xxxx xxxx account bank account drain someone stole debit card number make number erroneous purchase online submit chase payment month decline erroneous purchase paid chase immediately become aware situation ask would report negatively credit report state unsure time review credit report saw indeed report day late also day late xxxx xxxx contac ted chase request remove late payment never late ever late told would remove late payment believe chase act unreasonably account since xxxx never late clearly isolated incident outside control result late payment account also close,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
unauthorized transaction xxxx xxxx found name xxxx xxxx contact xxxx ask send back money account claimed didnt know talk xxxx xxxx transfer chase account research chase close account deny claim twice call dispute hard get copy statement record ever dispute payment unauthorized transaction xxxx california lose job would spending rent money would like help get back cancel account chase since customer service fraud protection poor thank help,0,4,Checking or savings account,"Money transfer, virtual currency, or money service"
receive notice chase bank home equity loan sure paid three year early xxxx balance surprise chase notify owe due interest compound dispute charge inform call check pay never sent bill prior notice credit score time dispute bill sent several negative report xxxx drop score xxxx second experience chase practice since give pay debt closing account feel retaliate question receive bill three year million dollar question receive negative report carry three year balance negative report sent dispute respectfully xxxx,3,2,Debt collection,"Credit reporting, credit repair services, or other personal consumer reports"
xxxx xxxx hurricane harvey hit xxxx area flood home able get contact morgan chase since lose everything month xxxx able start contact creditor include chase thats notify account close able open customer service rep notify nothing do sent collect say care hit hurricane owe chase money still try talk several customer service rep answer please something,1,0,Credit card or prepaid card,Checking or savings account
xxxx background compliant regard unanswered communication chase jpmortganchase specifically initially phone conversation service complaint xxxx purport manager name xxxx xxxx phone xxxx xxxx xxxx day elapse day without reply additional request reply make chase personnel customer service xxxx xxxx xxxx well request online message system personnel couple formal personal confidential complaint executive officer xxxx ceo xxxx xxxx xxxx day elapse day without reply include failure satisfy request xxxx deadline day elapse without reply summary chase never responds complaint submit employee others name xxxx xxxx xxxx xxxx xxxx personal confidential xxxx ceo xxxx fax xxxx xxxx xxxx xxxx alt complaint another formal complaint regard communication office xxxx another week without response resolution issue present xxxx xxxx week since first do heard back anyone need prompt write response resolution specific complaint later xxxx sent via xxxx xxxx usps priority mail without ask involve entity xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx personal confidential xxxx ceo fax xxxx xxxx xxxx xxxx xxxx xxxx complaint formal complaint regard manager name xxxx xxxx xxxx xxxx xxxx xxxx xxxx contact xxxx several transfer call ask manager connect issue regard unresolved issue present online message personnel response lack thereof state would formalize complaint state would receive reply business day occur result commence around xxxx attempt contact xxxx xxxx number told matter would forward approximately day elapse since xxxx contact heard back anyone need prompt write response resolution specific complaint sent via xxxx xxxx usps priority mail without ask xxxx xxxx xxxx xxxx xxxx xxxx xxxx,0,4,Checking or savings account,"Money transfer, virtual currency, or money service"
complaint xxxx xxxx unauthorized pull credit lie much uncalled section xxxx xxxx person knowingly willfully obtains consumer report false pretense face criminal prosecution section xxxx sent paper complain lady fill complaint credit company chase never apply company mortgage xxxx xxxx xxxx soft pull do xxxx xxxx xxxx also hard pull do xxxx xxxx xxxx request application told fill paper remove complain xxxx consumer credit still lady xxxx xxxx lie demand inquires remove credit file asap fill lawsuit sue ask pocket lose lawyer fee damage hard pull cause,5,2,Mortgage,"Credit reporting, credit repair services, or other personal consumer reports"
xxxx xxxx paid full xxxx balance need come credit reportxxxx xxxx xxxx xxxx paid full xxxx balance need come credit reportchase card paid xxxx balance need come credit reportxxxx xxxx xxxx balance need come credit reportxxxx xxxx paid need come credit reportxxxx xxxx recent balance update paied monthly payment,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
xxxx receive statement credit card never open go xxxx xxxx check credit inquiry credit inquiry open account credit report chase amazon reward credit card request call chase immediately remove also contact ftc submit complaint also contact xxxx enable fraud alert try file report local police told report fbi website month day later xxxx receive denial letter card meaning another inquiry fraud alert ignore chase contact chase ftc get inquiry remove activity xxxx contact chase place fraud alert credit every day stop anyone point get year protection place credit due lack police report police deal since internet crime recently sign xxxx xxxx help contact chase every time order remove credit inquires since xxxx xxxx chase amazon reward card inquires xxxx xxxx xxxx xxxx xxxx xxxx severely damage credit make incredibly difficult start life new wife fraudulant account credit inquiry make difficult financie home new car,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
follow first complaint take forever resolve someone name xxxx ext xxxx chase executive office audacity leave message call back even left two voicemail call back call since xxxx time gotten back keep tell rep phone call call back afternoon get late side tell time talk chase unprofessional word describe pain stress cause last two week someone phone call last hour willing help see already,0,1,Checking or savings account,Credit card or prepaid card
approximately xxxx today xxxx xxxx xxxx daughter receive call cell phone chase card service ask never authorize chase call number contact know chase obtain number daughter upset feel right violate,1,3,Credit card or prepaid card,Debt collection
credit card jpmcb card incorrectly report delinquent next month due transition online accounting use card charge yearly fee card post account statement sent account company current fine realize delinquent close unused account turn stop paper statement transition email statement email address incorrect contact make sure new way statement work statement receive multiple delinquency post credit history history delinquency try resolve issue jcmcb avail please help,2,1,"Credit reporting, credit repair services, or other personal consumer reports",Credit card or prepaid card
xxxx xxxx chase auto perform hard inquiry credit report without consent contact chase auto say would able solve issue would need contact credit bureau,2,7,"Credit reporting, credit repair services, or other personal consumer reports",Vehicle loan or lease
xxxx xxxx xxxx xxxx check amount make payable xxxx xxxx injury payment xxxx insurance steal although check endorse xxxx xxxx xxxx xxxx account account number deposit back check thief able replace name name address front check replace signature back check however account number deposit tamper check already clear become aware reach financial institution accord copy clear steal check obtain xxxx look like check clear deposit xxxx morgan bank even fake name signature check match probability thief account number police report file work xxxx get issue resolve xxxx xxxx xxxx injury case manager process could take day xxxx xxxx xxxx would contact send package information complete investigation initially told xxxx heard anything xxxx xxxx xxxx call email xxxx xxxx ask point contact xxxx xxxx xxxx time told xxxx xxxx would liaison follow issue process new well follow guidance supervisor intermittent follow ups last update xxxx xxxx xxxx state xxxx xxxx xxxx try get bank make good check cashed outcome would know xxxx call left voice message mail xxxx xxxx xxxx contact new information lack information occur throughout patient wait time ask information point contact xxxx xxxx xxxx file number associate case information need much involve explore option exhaust point spoke someone office consumer financial protection bureau told submit complaint line office help way grateful also told contact georgia bar association get name attorney area note think check may steal mailbox certain send check rental property bank well never happen put anything value directly mailbox anymore thank,4,0,"Money transfer, virtual currency, or money service",Checking or savings account
contact chase bank create account company,1,0,Credit card or prepaid card,Checking or savings account
xxxx deposit check xxxx xxxx xxxx son chase account pay vet school tuition chase deposit slip say fund would available xxxx fund transfer xxxx xxxx account xxxx xxxx fund still available internet chase site state would available xxxx go local chase bank banker state sometimes chase would call monday make sure fund freed,0,4,Checking or savings account,"Money transfer, virtual currency, or money service"
open complaint regard fcba disupute cfpb complaint xxxx xxxx chase mishandle complaint issue credit courtesy rather permanent credit require fcba additionally chase apparently conflate another consumer compliant mine letter resolve caption complaint contains assertion regard fraudulent application two credit bureau inquires never make complaint assertion relate fraudulent application credit bureau inquiry write directly chase date well request clarification,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
chase credit card company report account delinquent however account delinquent late status bill due xxxx month process withdrawn bank account,2,1,"Credit reporting, credit repair services, or other personal consumer reports",Credit card or prepaid card
dispute chase auto jpmorgan chase bank auto xxxx xxxx xxxx finance chase bank xxxx almost two year miss payment late payment scammed report scam police three creditor account thought may affected one morning leave work vehicle go miss work pay week behind issue first thing call police think may steal next call chase indeed chase come take vehicle notice explanation simply state month payment recieved take vehicle dispute payment date see credit report green month call miss call miss voice message mail usps nothing come get vehicle try say owe tell do something incorrect take payment history credit report call write ask several time send complete statement break payment history first transaction last transaction rude sent anything want take credit report etc refuse please help issue,2,7,"Credit reporting, credit repair services, or other personal consumer reports",Vehicle loan or lease
approximately xxxx xxxx pandemic access chase online account come find freeze account mode learn account past due never knew contact chase find happen since payment auto payment mode payment come personal bank spoke man representative told monthly payment raise payment receive enough reason past due status ask never receive notification regard new monthly payment representative give instruction make certain amount payment three month xxxx date payment xxxx xxxx receive notification say past due call chase credit card find happen locate spoke back xxxx xxxx make payment twice chase credit company xxxx xxxx also make complaint xxxx collection dept chase credit company get customer talk representaive even identify xxxx obtain free credit report come find chase credit card xxxx report late day payment credit payment automatic payment straight check account,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
contact yesterday xxxx business phone debt collector xxxx xxxx xxxx spoke xxxx legal dept xxxx call business phone left message say legal claim call xxxx back put xxxx xxxx advise debt owe providian bank previous name held xxxx year state peruse law suit xxxx xxxx credit card date first delinquency xxxx charge xxxx knowledge debt state sent letter home xxxx offering settle amount advise debt told likely husband debt give husband name say contact bad credit point go good credit come debt told get finger point session told go take court get judgement garnish wage told already verify employment could become upset told need gather information would call back call back unavailable ask provide copy signature original credit application copy statement signature purchase make ask case number everything told phone put write call back ask return call time record conversation advise become hostile say permission record also told refuse provide information debt xxxx year clear move forward advise take lawsuit would counter sue hung harass business threaten legal action didnt pay debt right away,1,3,Credit card or prepaid card,Debt collection
go procedure do prepaid money refund chase never make payment account money never refund even several call visit get do open account xxxx year insist leave credit contact credit bureau wont take chase say make one pmt around xxxx think would make one payment clearly another mistake make post someone else pmt account also dont proof pmt want credit report good credit limit xxxx xxxx card ran xxxx xxxx call chase get straighten play game hour transfer phone phone finally hung,2,1,"Credit reporting, credit repair services, or other personal consumer reports",Credit card or prepaid card
try get credit increase chase credit card hard pull credit report also need pull two separate report two credit card logical use one hard pull utilize one hard pull establish multiple increase chase credit card client many year credit via xxxx rating platform,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
night husband wallet steal pickpocketed visit xxxx realize happen next morning immediately call chase along company log account see withdrawn atm xxxx xxxx purchase total make hour xxxx xxxx go police station file police report xxxx case number xxxx initially chase give temporary credit cover cost last week determine would cover claim reverse credit back account even bad froze saving account transfer money cover overdraft call beg unfreeze minute reason claim denial pin use make purchase believe sergeant file police report husband follow target watch enter pin xxxx inside job chase negligent several security measure atm daily limit thief able take atm withdrawal exceed daily limit account access link account thief able point husband visa debit card check account money spend unusual transaction make middle night xxxx town never visit every one take cash back fraud detection system never caught cashier xxxx likely transaction store xxxx last week receive tattered envelope water soak wallet license insurance card note say wallet found street corner downtown xxxx credit card cash miss course take want dumped rest customer chase many year close frustrate situation chase refuse research atm xxxx purchase claim responsibility protect,1,0,Credit card or prepaid card,Checking or savings account
chase release without authorization fraudulant check cashed name even match never associate account completely falsify check man name print top sign man notify chase soon saw xxxx via phone say obviously clear case fraud could expect fund back day already unacceptable need wire fund close escrow next day since another day past go branch immediately monday xxxx due diligence reporting person told would resolve couple day pass still nothing another promise tomorrow day late day pass xxxx go branch told know rent past due money broken promise separate occasion already copy bogus check well everything report fill keep make false promise string along life fall apart dollar even look name check give away money idea confidence point even get back keep lie refuse replenish money recklessly release refuse give money back fdic insured suppose protect sort thing certainly help make good word distressed customer whose life dire strait rather lie make false promise use stall tactic refuse make fund available never release,0,4,Checking or savings account,"Money transfer, virtual currency, or money service"
chase bank use xxxx transfer pay fund dollar sent wrong person chase bank state responsible xxxx transfer payment go wrong person reach week ago fail resolve state cant get money back also state responsibility yet service provide chase want fund return,0,4,Checking or savings account,"Money transfer, virtual currency, or money service"
practice people use credit charge chargebacks must stop entirely criminal say people able call bank easily simply ask reverse charge merchant even product return service properly render xxxx allow type practice occur constant basis cost merchant consumer alike many million dollar per year particular case reporting time customer tell charge xxxx get away charge xxxx make xxxx payment xxxx payment reserve rental service final payment toward balance owe customer simply told bank xxxx charge duplicate fact final payment balance hurt people badly must stop,0,1,Checking or savings account,Credit card or prepaid card
chase bank reporting credit card credit report open previously complain chase however negative reporting remains victim identity theft previously share chase bank copy lease show live work association address use credit card account dispute account well attach letter financial institution investigate found account establish name mine encourage chase pick phone call bank verify investigation found account mine chase negative information credit report resolve within day instruct attorney xxxx xxxx bring lawsuit seek compensatory damage,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
currently late credit card due issue change check account chase call brother cell phone number regard ask brother repeatedly asks stop call asks receive phone number state first number account secondly brother say true finally say receive third party website receive relative number addition call unknown phone number harassment need stop asap,1,3,Credit card or prepaid card,Debt collection
related complain xxxx point receive respond complain put note contact phone call receive phone call maybe complain clear balance transfer xxxx online chase chase account xxxx account money arrive call chase told wrong account number balance transfer ask transaction say chase assumes customer capable enter right account number say go happen xxxx send check back credit account also say receive letter wait month nothing happen call send email heard nothing go dispute transaction get credit expect would put stop payment check since right account number one moth debit account xxxx call say xxxx match check someone account man similar last name like mine say nothing anymore do told call xxxx ask stop payment check since account wrong answer point receive letter info phone call happen check debit account xxxx do call say nothing,1,4,Credit card or prepaid card,"Money transfer, virtual currency, or money service"
make several call chase bank order past three month attempt receive clarification regard charge never provide clear explanation charge even go branch office locate minute car live branch officer print copy bank statement pertain credit card account unable explain charge money spent statement,1,0,Credit card or prepaid card,Checking or savings account
commence fell victim multilayered scam operation orchestrate xxxx trader platform design development manufacture promote marketing distribution label sale illegal outright fraudulent investment service aim contribute goal rob defraud client predetermine cycle client loss gain money transfer account via credit total amount xxxxusd utilize service xxxx xxxx xxxx xxxx usd xxxx xxxx,1,4,Credit card or prepaid card,"Money transfer, virtual currency, or money service"
negative charge account report recall borrowing creditor,2,3,"Credit reporting, credit repair services, or other personal consumer reports",Debt collection
chase bank card xxxx show xxxx bureau speak rep chase give another name collection company xxxx xxxx credit account open xxxx remove credit report even sure account belongs chase card dismiss personal bankruptcy xxxx chase kept sell account collection company uncovered conversation chase credit bureau report xxxx xxxx collection xxxx non company contact write account acccording fcra come report please help thank xxxx xxxx,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
credit report show couple past paid chase mortgage account close would like update properly reflect payoff thank,5,2,Mortgage,"Credit reporting, credit repair services, or other personal consumer reports"
discover recently charge monthly unauthorized xxxx xxxx credit card chase bank chase bank account close xxxx xxxx xxxx xxxx xxxx xxxx contact chase inform authorize xxxx xxxx card receive card activate advise chase date would close xxxx xxxx card possible fraud issue xxxx xxxx xxxx chase cardmember service sent letter advise credit card account past due amount include past due amount current payment due failure pay amount could result account close xxxx xxxx xxxx credit score drop xxxx xxxx xxxx point drop per xxxx xxxx web site xxxx xxxx xxxx xxxx xxxx customer service advise via mail outstanding balance customer aware prime membership charge xxxx xxxx xxxx chase cardmember service advise via letter regard account end xxxx close account prevent fraud,2,1,"Credit reporting, credit repair services, or other personal consumer reports",Credit card or prepaid card
xxxx cfpb xxxx paid full balance xxxx charge interest payment jpmchase charge interest payment erroneously record date paid xxxx want jpmchase refund remove detrimental information place reporting credit bureau sincerely xxxx xxxx xxxx xxxx xxxx xxxx,1,3,Credit card or prepaid card,Debt collection
first feedback cfpb regard complaint submission webpage option list website include subject actual complaint therefore select option would eventually take complaint narrative suggestion would nice situation online complaint webpage include category consumer complaint subject chase bank marketing harassment complaint concern chase bank chase bank customer ever become chase bank customer however frustrate chase aggressive marketing tactic would describe marketing harassment chase relentless send postal mail solicitation tactic appear flood mail box solicitation beat consumer submission open account consumer finally receive relief mail out recall one time frequency receive solicitation per week course year really add also extreme waste natural resource thereby environmentally detrimental due thousand ton paper likely consumer annually overall mail solicitation across country additionally certainly waste time shred junk mail frustrate take make numerous phone call three year period finally get stop mail solicitation home address well box postal solicitation address directly name believe finally cease late xxxx early xxxx however year start mail solicitation though address neighbor street address box contact chase customer service even request mail solicitation stop however base past experience trust chase also equally concerned fact stop send current batch solicitation time future simply start address instead current resident one question consumer experienced similar excessively high volume direct mail solicitation might ask many time many year must consumer fail respond financial institution direct mail solicitation financial institution finally get hint consumer desire business simply tire chase marketing harassment desperately want stop therefore seek assistance make sure happen thank assistance,0,1,Checking or savings account,Credit card or prepaid card
chase credit card link bank account longer use make purchase chase account make payment xxxx xxxx xxxx account time sent payment chase sent mail state payment post xxxx log onto account surprise say day late owe whop realize current xxxx bank account link chase card therefore xxxx xxxx payment return due insufficient fund old bank account month payment make credit score go thought big deal since never late payment life today receive credit report xxxx say credit score drop course week score go xxxx xxxx told due late payment call chase rectify situation since obviously try make payment send message indicate payment return supervisor state since day since payment late nothing could believe unfair since idea go negatively effect credit score,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
xxxx xxxx charge card instead agree price discount fraud also chase close account week ago immediately lock inlune access refuse send statement,0,1,Checking or savings account,Credit card or prepaid card
chase bank put dispute xxxx credit agency try determine dispute behind late dispute balance able give straight answer either best excuse get file bankruptcy xxxx chase include bankruptcy automatically put dispute account want reopen bankruptcy refile bank remove dispute need letter say dispute try refinance harp loan,5,1,Mortgage,Credit card or prepaid card
hello sit write cfpb xxxx saturday night hope enough tell best mood xxxx seller harass payment threaten cancel order literal one kind priceless coin gemstone antique near priceless get xxxx coin part roll xxxx purchase entire roll enough please see screenshots item xxxx civil war token gem mint condition thats one coin roll wrap since xxxx seller xxxx year old gentleman whose mother recently pass roll sometime xxxx thats one roll probably mess isnt replicable business opportunity guy mother resurrect penny wrap son already sell people magically appear suddenly die frankly tamper ability buy roll priceless coin guy others clue sell mom old coin know theyre valuable however doubt would sell much less per roll knew content truly worth ask yes trial run roll real deal hard find original fake end decoy inauthentic original bank wrap also seller xxxx go redact dont steal occasionally put roll uncirculated gem mint xxxx xxxx xxxx federal reserve vault nobody know guy put item every month part time seller also buy casually miss xxxx xxxx xxxx federal reserve bank wrap roll gem mint xxxx xxxx xxxx dollar xxxx per roll idea xxxx xxxx xxxx worth gem mint condition xxxx high minimum coin per roll roll math every increase grade double price least thats net profit gross thank chase xxxx counting priceless roll civil war token xxxx xxxx xxxx cent amaze condition seller may cancel well one wouldve bid ability use xxxx money unacceptable anyone familiar pavlovian psychological principle likely understand varied intermittent reinforcement creates particularly toxic cycle especially finance involve chase robbed stability fault sat back smooth talk kick scream beg help xxxx victim everyone witness xxxx inside outside corporation nothing stop intervene xxxx xxxx youre go reimburse lose business opportunity even conservatively xxxx xxxx dollar rare coin could purchase xxxx next confidence liquidity yet courage try use asset imagine ridiculous sound courageous use asset next thats chase go month write allegation first complaint cfpb write xxxx idea heck chase involve implicate entire ordeal however make clear near impossible get touch despite many attempt go three month point possibly almost four xxxx unable use card access account get touch get employee ultimately ship credit card wrong address parent house mile away havent live frequent year address werent make clear first time ship card wrong address xxxx current address california enter application shipping billing address clear second time ask ship address california still ship parent house fact believe do spite last employee spoke mistake occur particularly rude xxxx issue shipping alone ultimately take two month figure unable pay card account information card log app give representative pay past week reasonably easy contact chase consider direct line executive office give nature ordeal however literally line executive director chase virtually impossible get touch phone number back card please whomever reading comment call number xxxx domestic line give contact chase card service back amazon prime reward visa card call ahead serious give try happens youre one lucky one might catch phone menu good day may actually able interrupt minute long readout balance information already know involuntarily listen every time push button call catch bad day hahahahahahahahahahahahahhahaahahahahhahahahahahahahhahahaahhahahahahhahahah sorry inappropriate however good luck say welcome fresh xxxx give option make payment card provide number havent gotten hear account balance information whole bunch useless automate feature nothing solve complex issue like one customer call speak human fix like rep much well automate menu tbh though thats insult people say intelligent give power responsibility help consumer give power ability half time call need real life solution life constantly change company want keep customer need keep go switch clear programmer xxxx idea theyre entire organization suffer result imagine past suggestion take derision unwillingness regard nature system program know arrogant stubborn prideful type individual put xxxx pride aside need reconsider suggestion frankly fix however xxxx want fix get do take xxxx accountability past month xxxx card liability ever since take open intent finance purchase order make finance stretch bit due lack access additional academic financial aid complex reason however inability obtain aid fault time crossroad life xxxx end xxxx pay school living expense much possible offset saving start spending gradually around year ago year ago calculation determine rate consume capital future problem knew would get financial aid necessitate make alternative plan obtain capital would need start process take amazon prime reward visa due fact need laptop essential go use finance purchase apr opening offer rarely take type credit card however think timing type everything else put card apply thought thing far advance xxxx roll around problem amazon card ever since take yet able work get contact chase serious capacity fix issue mainly kept shipping card wrong address difficult contact phone online online app doable didnt account info late xxxx finally manage ship card correct address point request new card ship wrong address wasnt worried credit score drop high utilization rate xxxx confident could call chase fact could reference call make trouble get card set account assume incorrectly would reasonable understand end screw everything could fix end one sorrier xxxx believe say wish never meet related note phone menu xxxx criminal put people xxxx xxxx actively work various xxxx xxxx xxxx xxxx xxxx extensive background xxxx xxxx xxxx xxxx xxxx engineer one design system chase people cheat entire life go hesitate insult frankly theyre xxxx xxxx fire consistently fail perform job idk family paid way school spoil much frankly dont care business care point system doesnt work lose money far important thing money continued malfeasance continue add chase,4,1,"Money transfer, virtual currency, or money service",Credit card or prepaid card
book flight xxxx xxxx xxxx people xxxx xxxx also bought show ticket xxxx vacation promotion chase bank decide purchase travel protection coverage case emergency turn cancel trip call chase bank around xxxx xxxx cancel trip get reimburse show ticket flight would get paid back except protection fee chase rep nice say would take care get refund show ticket xxxx xxxx flight one call let know chase policy call xxxx couple time answer stop try change job notice credit account month go happen check balance paid monthly payment fee call chase bank rep confirm credit refund fill claim form show proof transaction even though proof fill form sign return current phone number week later get claim form fill call chase told someone try call answer close case call number system number provide form get disconnect call back different rep say true receive credit call xxxx xxxx answer rep say nothing could fill another form switch supervisor xxxx lecture annoyed told nothing could do fill another claim form told need provide lot information form say drop ball contact xxxx still pay take long notice due xxxx day policy xxxx interested get phone resolve problem protection service work claim system broken care policy convenience chase bank customer motion talk customer courteous leave customer hold bag way tell many customer overbilled due call protection benefit call make jump many hoop either give help chase keep money,0,1,Checking or savings account,Credit card or prepaid card
loan chase card always make payment time reason realize late payment credit report see always stellar payment record company try contact xxxx xxxx xxxx chase card successful resolution xxxx xxxx xxxx reporting late definitely error part never day late xxxx xxxx,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
use xxxx chase acct send money make purchase another xxxx user recieve good chase xxxx anything help get money back good receive,0,4,Checking or savings account,"Money transfer, virtual currency, or money service"
open account back xxxx xxxx file chapter xxxx xxxx discharge clear amount owe today appear credit report high limit balance xxxx past due xxxx report xxxx xxxx significantly hit credit apply finance turn derogatory chase xxxx,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
attempt purchase dog xxxx prompt pay xxxx chase bank dog would ship follow monday paid amount saturday xxxx xxxx dog breeding website turn scam receive dog paid attempt cancel transaction monday even account say transaction still pending told representative transaction approve money deposit non chase bank account representative told thing could point file police report steal money,0,4,Checking or savings account,"Money transfer, virtual currency, or money service"
small business make payroll controller receive fraud email chase bank account holder employee payroll amount sent fraud account chase alert bank xxxx xxxx xxxx xxxx xxxx xxxx also go chase chase pull account information fraud account chase acknowledge deposit say return deposit ask back bank xxxx xxxx xxxx xxxx xxxx xxxx file dispute dispute accepted payroll go xxxx system held return xxxx xxxx frustrate one chase help contact chase branch visit try help dead end refer branch problem resolution center try get fund return tell nothing get complete run around frustrate hope help,4,0,"Money transfer, virtual currency, or money service",Checking or savings account
victim identity theft since two card open chase xxxx xxxx xxxx xxxx xxxx add total check account saving account also open fraudulently learn recently account close month ago attempt open check account chase bank learn online access flag fraud change password told cant open account past account close shock learn account open name never open email address also hack also correct contact chase matter refuse assist victim identity theft crisis want resolve,2,0,"Credit reporting, credit repair services, or other personal consumer reports",Checking or savings account
file complaint chase couple week ago please reference complaint xxxx get update today state complaint close due lack response letter sent base explain become quite clear letter probably never physically sent first see letter attach today cfpb reply letter say credit report screenshot illegible fact clear concise see attach cant clear regard issue secondly reference xxxx bureau question clearly show know talk even due diligence cfpb complaint attach doc show xxxx clear issue credit report even show xxxx xxxx reporting account even baffle reply please intervene put somebody competent case,5,2,Mortgage,"Credit reporting, credit repair services, or other personal consumer reports"
xxxx xxxx chase bank told irs much money much deposit withrow even tax free bond law say chase show irs int show much interest paid chase irs behind pay chase confuse irs call chase say send form get one week month never get call chase back many time hung need form ear xxxx xxxx,2,0,"Credit reporting, credit repair services, or other personal consumer reports",Checking or savings account
accidentally left check make inside rental car report promptly chase even though make forge endorsement chase deposit bank allow cashed scammer chase close investigation within week processing affidavit even attempt investigate due lack care end left check somewhere police department assign detective actively look suspect want prosecute yet chase dismiss claim even though clearly case check fraud report chase day realize check miss,0,4,Checking or savings account,"Money transfer, virtual currency, or money service"
loan xxxx always make payment time reason realize late payment credit report see always stellar payment record company try contact xxxx xxxx xxxx xxxx successful resolution xxxx xxxx xxxx reporting late definitely error part never day late xxxx xxxx xxxx also never day late xxxx never day late xxxx,1,2,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports"
